#DDB;#CAS;NAME_DDB;NAME_UD;disp. e/kB [K];Mainclass
2254;3877-15-4;;METHYL_N-PROPYL_SULFIDE;;Thioether
4434;6163-64-0;;METHYL_T-BUTYL_SULFIDE;;Thioether
1254;111-47-7;;DI-N-PROPYL_SULFIDE;;Thioether
5954;149-30-4;;2-MERCAPTOBENZOTHIAZOLE;;no_classes_defined_in_substances.txt
1261;110-81-6;;DIETHYL_DISULFIDE;;no_class_defined_in_mainclasses.txt
13433;5332-52-5;;UNDECYL_MERCAPTAN;;Thiol
6940;143-10-2;;N-DECYL_MERCAPTAN;;Thiol
4449;110-66-7;;N-PENTYL_MERCAPTAN;;Thiol
3886;629-19-6;;DI-N-PROPYL_DISULFIDE;;no_class_defined_in_mainclasses.txt
1768;2690-08-6;;DI-N-OCTYL_SULFIDE;;Thioether
13435;141-59-3;;TERT-OCTYL_MERCAPTAN;;Thiol
4409;1639-09-4;;N-HEPTYL_MERCAPTAN;;Thiol
999;110-01-0;;TETRAHYDROTHIOPHENE;;Thioether
2767;598-03-8;;DI-N-PROPYL_SULFONE;;Sulfoxide&Sulfonyl
3192;598-04-9;;DI-N-BUTYL_SULFONE;;Sulfoxide&Sulfonyl
13436;320-60-5;;2,4-DICHLOROBENZOTRIFLUORIDE;98.982875;no_classes_defined_in_substances.txt
18082;3268-49-3;;3-(METHYLMERCAPTO)PROPANAL;;no_class_defined_in_mainclasses.txt
13437;4048-33-3;;6-AMINOHEXANOL;100.6374364;no_class_defined_in_mainclasses.txt
2877;603-35-0;;TRIPHENYLPHOSPHINE;;no_class_defined_in_mainclasses.txt
1268;680-31-9;;HEXAMETHYL_PHOSPHORAMIDE;;no_classes_defined_in_substances.txt
13439;828-00-2;;ACETOMETHOXANE;100.2651167;no_classes_defined_in_substances.txt
6783;2274-11-5;;ETHYLENE_GLYCOL_DIACRYLATE;92.11013333;Ester
13440;4454-05-1;;METHOXYDIHYDROPYRAN;111.122;no_class_defined_in_mainclasses.txt
13442;6303-21-5;;HYPOPHOSPHOROUS_ACID;;no_classes_defined_in_substances.txt
1070;3982-91-0;;PHOSPHORUS_THIOCHLORIDE;;no_classes_defined_in_substances.txt
13445;1314-80-3;;PHOSPHORUS_PENTASULFIDE;;no_classes_defined_in_substances.txt
188;10025-87-3;;PHOSPHORUS_OXYCHLORIDE;;no_class_defined_in_mainclasses.txt
197;7719-09-7;;THIONYL_CHLORIDE;;no_classes_defined_in_substances.txt
2093;7803-51-2;;PHOSPHINE;;no_class_defined_in_mainclasses.txt
13340;7146-60-3;;2,3-DIMETHYLOCTANE;115.7023;Alkane
13455;15869-89-3;;2,5-DIMETHYLOCTANE;115.7023;Alkane
21623;89-95-2;;O-TOLUALCOHOL;105.11607;Alcohol
13457;105-08-8;;1,4-CYCLOHEXANEDIMETHANOL;96.29588333;Alcohol
13458;15870-10-7;;2-METHYL-1-HEPTENE;116.142975;Alkene
14643;595-37-9;;NEOHEXANOIC_ACID;88.87641111;Acids
13461;1185-39-3;;NEOHEPTANOIC_ACID;91.559;Acids
21625;1740-19-8;;DEHYDROABIETIC_ACID;105.6650478;Acids
13462;17699-86-4;;1-METHYL-4-VINYLCYCLOHEXENE;116.4857222;Alkene
13463;1141-38-4;;2,6-NAPHTHALENEDICARBOXYLIC_ACID;89.85568889;Acids
13464;592-44-9;;1,2-HEXADIENE;108.0176667;Allene
13465;2495-27-4;;CETYL_METHACRYLATE;109.2680727;Ester
13466;96-05-9;;ALLYL_METHACRYLATE;100.3659;no_class_defined_in_mainclasses.txt
9002;2998-08-5;;SEC-BUTYL_ACRYLATE;99.97418889;Ester
14231;3377-92-2;;VINYL_PIVALATE;99.97418889;no_class_defined_in_mainclasses.txt
13467;18970-44-0;;1-ETHYL-2-ISOPROPYLBENZENE;116.6637727;Alkane
13468;14752-75-1;;N-HEPTADECYLBENZENE;116.1621348;Alkane
13469;356-18-3;;1,2-DICHLOROHEXAFLUOROCYCLOBUTANE;82.4089;HalogenatedHydrocarbon
1093;78-76-2;;2-BROMOBUTANE;;HalogenatedHydrocarbon
319;151-67-7;;HALOTHANE;;HalogenatedHydrocarbon
1930;75-62-7;;BROMOTRICHLOROMETHANE;;HalogenatedHydrocarbon
13470;2366-36-1;;1,1,1-TRICHLOROFLUOROETHANE;99.5161;HalogenatedHydrocarbon
2104;638-45-9;;N-HEXYL_IODIDE;;HalogenatedHydrocarbon
910;75-63-8;;BROMOTRIFLUOROMETHANE;;HalogenatedHydrocarbon
3438;75-61-6;;DIBROMODIFLUOROMETHANE;;HalogenatedHydrocarbon
6816;598-73-2;;BROMOTRIFLUOROETHYLENE;;no_class_defined_in_mainclasses.txt
267;593-60-2;;VINYL_BROMIDE;;no_class_defined_in_mainclasses.txt
21626;4067-16-7;;PENTAETHYLENE_HEXAMINE;99.13878333;Amine
13471;2432-74-8;;AMINOCAPRONITRILE;105.20746;no_class_defined_in_mainclasses.txt
13472;3173-53-3;;CYCLOHEXYL_ISOCYANATE;92.65053333;otherNitrogenCompounds
13474;4062-60-6;;N,N'-DI-TERT-BUTYLETHYLENEDIAMINE;105.0246429;Amine
13475;2141-58-4;;CIS-DICYANO-1-BUTENE;102.224625;no_class_defined_in_mainclasses.txt
13476;2141-59-5;;TRANS-DICYANO-1-BUTENE;102.224625;no_class_defined_in_mainclasses.txt
13477;1119-85-3;;1,4-DICYANO-2-BUTENE;102.224625;no_class_defined_in_mainclasses.txt
13479;119-75-5;;O-NITRODIPHENYLAMINE;91.74242941;no_class_defined_in_mainclasses.txt
13481;7327-60-8;;2,2',2''-NITRILOTRIS-ACETONITRILE;88.97906;no_class_defined_in_mainclasses.txt
2774;420-12-2;;THIACYCLOPROPANE;;Thioether
3792;628-29-5;;METHYL_N-BUTYL_SULFIDE;;Thioether
6526;14290-92-7;;ETHYL_T-BUTYL_SULFIDE;;Thioether
1566;287-27-4;;TRIMETHYLENE_SULFIDE;;Thioether
13486;21282-97-3;;2-ACETOACETOXY_ETHYL_METHACRYLATE;88.26057333;no_classes_defined_in_substances.txt
13489;25714-71-0;;4-HYDROXYBUTYRALDEHYDE;81.21187143;no_class_defined_in_mainclasses.txt
13490;2628-17-3;;4-HYDROXYSTYRENE;105.46861;no_class_defined_in_mainclasses.txt
18083;77-68-9;;2,2,4-TRIMETHYL-1,3-PENTANEDIOL_MONOISOBUTYRATE;99.35749375;no_class_defined_in_mainclasses.txt
7682;7790-94-5;;CHLOROSULFONIC_ACID;;no_classes_defined_in_substances.txt
13493;10025-85-1;;NITROGEN_TRICHLORIDE;82.062575;no_classes_defined_in_substances.txt
13514;13151-06-9;;7-METHYL-1-OCTENE;116.0940111;Alkene
14292;2980-71-4;;2-METHYL-1-NONENE;116.05484;Alkene
13515;26741-24-2;;8-METHYL-1-NONENE;116.05484;Alkene
21629;54839-24-6;;PROPYLENE_GLYCOL_ETHYL_ETHER_ACETATE;99.18607;no_class_defined_in_mainclasses.txt
525;34590-94-8;;DIPROPYLENE_GLYCOL_MONOMETHYL_ETHER;101.4653636;no_class_defined_in_mainclasses.txt
13522;25498-49-1;;TRIPROPYLENE_GLYCOL_MONOMETHYL_ETHER;103.9229533;no_class_defined_in_mainclasses.txt
6523;625-22-9;;DI-N-BUTYL_SULFATE;;no_class_defined_in_mainclasses.txt
6541;623-81-4;;DIETHYLSULFITE;;no_classes_defined_in_substances.txt
5412;121-75-5;;MALATHION;;no_classes_defined_in_substances.txt
21631;10493-43-3;;PENTAFLUOROETHYL_TRIFLUOROVINYL_ETHER;75.80056923;no_classes_defined_in_substances.txt
21632;1187-93-5;;TRIFLUOROMETHYL_TRIFLUOROVINYL_ETHER;76.38415;no_classes_defined_in_substances.txt
3200;124-63-0;;METHANESULFONYL_CHLORIDE;;no_class_defined_in_mainclasses.txt
13531;3071-32-7;;ETHYLBENZENE_HYDROPEROXIDE;104.2526455;PeroxyNoAcid
13532;498-02-2;;ACETOVANILLONE;96.39916923;no_classes_defined_in_substances.txt
13534;79-02-7;;DICHLOROACETALDEHYDE;86.12384;no_class_defined_in_mainclasses.txt
13536;79-22-1;;METHYL_CHLOROFORMATE;84.39684;Carbonate
13537;7803-49-8;;HYDROXYLAMINE;82.5596;otherNitrogenCompounds
13541;103-76-4;;N-(2-HYDROXYETHYL)PIPERAZINE;89.21190909;no_class_defined_in_mainclasses.txt
13542;37143-54-7;;3-METHOXYISOPROPYLAMINE;107.0324375;no_class_defined_in_mainclasses.txt
13543;959-26-2;;BIS-(2-HYDROXYETHYL)_TEREPHTHALATE;90.07942;no_class_defined_in_mainclasses.txt
7754;6812-39-1;;N-HEXADECYLCYCLOPENTANE;115.7023;Alkane
2922;625-60-5;;ETHYL_THIOLACETATE;;no_class_defined_in_mainclasses.txt
13540;102-01-2;;ACETOACETANILIDE;93.26255714;no_class_defined_in_mainclasses.txt
1710;64-67-5;;DIETHYL_SULFATE;;no_class_defined_in_mainclasses.txt
3199;594-44-5;;ETHANESULFONYL_CHLORIDE;;no_class_defined_in_mainclasses.txt
12622;2150-02-9;;DIMERCAPTOETHYL_ETHER;;no_class_defined_in_mainclasses.txt
1714;110-77-0;;ETHYLTHIOETHANOL;;no_class_defined_in_mainclasses.txt
3496;540-63-6;;1,2-ETHANEDITHIOL;;Thiol
18727;52663-62-4;;2,2',3,3',4-PENTACHLOROBIPHENYL(PCB_82);113.5792353;Aromatics
22520;74472-38-1;;2,3,4,4',6-PENTACHLOROBIPHENYL(PCB_115);113.5792353;Aromatics
22582;59291-65-5;;2,3',4,4',5',6-HEXACHLOROBIPHENYL(PCB_168);113.0611333;Aromatics
18745;35065-30-6;;2,2',3,3',4,4',5-HEPTACHLOROBIPHENYL(PCB_170);112.5975684;Aromatics
18754;74472-50-7;;2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL(PCB_191);112.5975684;Aromatics
18763;74472-53-0;;2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL(PCB_205);112.18036;Aromatics
18716;40186-72-9;;2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL(PCB_206);111.8028857;Aromatics
22537;53555-66-1;;3,4,5-TRICHLOROBIPHENYL(PCB_38);114.82268;Aromatics
22538;38444-88-1;;3,4',5-TRICHLOROBIPHENYL(PCB_39);114.82268;Aromatics
22512;62796-65-0;;2,2',4,6-TETRACHLOROBIPHENYL(PCB_50);114.1621;Aromatics
18976;57465-28-8;;3,3',4,4',5-PENTACHLOROBIPHENYL(PCB_126);113.5792353;Aromatics
22524;60145-22-4;;2,2',4,4',5,6'-HEXACHLOROBIPHENYL(PCB_154);113.0611333;Aromatics
17193;35065-29-3;;2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL(PCB_180);112.5975684;Aromatics
18756;52663-68-0;;2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL(PCB_187);112.5975684;Aromatics
22586;74487-85-7;;2,2',3,4',5,6,6'-HEPTACHLOROBIPHENYL(PCB_188);112.5975684;Aromatics
18760;52663-78-2;;2,2',3,3',4,4',5,6-OCTACHLOROBIPHENYL(PCB_195);112.18036;Aromatics
18717;25569-80-6;;2,3'-DICHLOROBIPHENYL(PCB_6);115.5776286;Aromatics
22495;2974-90-5;;3,4'-DICHLOROBIPHENYL(PCB_13);115.5776286;Aromatics
22535;55712-37-3;;2,3',4-TRICHLOROBIPHENYL(PCB_25);114.82268;Aromatics
22496;38444-81-4;;2,3',5-TRICHLOROBIPHENYL(PCB_26);114.82268;Aromatics
18719;36559-22-5;;2,2',3,4'-TETRACHLOROBIPHENYL(PCB_42);114.1621;Aromatics
22539;70362-45-7;;2,2',3,6-TETRACHLOROBIPHENYL(PCB_45);114.1621;Aromatics
18720;41464-47-5;;2,2',3,6'-TETRACHLOROBIPHENYL(PCB_46);114.1621;Aromatics
18721;70362-47-9;;2,2',4,5-TETRACHLOROBIPHENYL(PCB_48);114.1621;Aromatics
18722;41464-43-1;;2,3,3',4'-TETRACHLOROBIPHENYL(PCB_56);114.1621;Aromatics
18723;74472-34-7;;2,3,4',5-TETRACHLOROBIPHENYL(PCB_63);114.1621;Aromatics
18724;52663-58-8;;2,3,4',6-TETRACHLOROBIPHENYL(PCB_64);114.1621;Aromatics
18726;70362-50-4;;3,4,4',5-TETRACHLOROBIPHENYL(PCB_81);114.1621;Aromatics
18728;60145-20-2;;2,2',3,3',5-PENTACHLOROBIPHENYL(PCB_83);113.5792353;Aromatics
22499;73575-57-2;;2,2',3,4,6'-PENTACHLOROBIPHENYL(PCB_89);113.5792353;Aromatics
22566;68194-05-8;;2,2',3,4',6-PENTACHLOROBIPHENYL(PCB_91);113.5792353;Aromatics
18729;41464-51-1;;2,2',3,4',5'-PENTACHLOROBIPHENYL(PCB_97);113.5792353;Aromatics
18730;70424-68-9;;2,3,3',4',5-PENTACHLOROBIPHENYL(PCB_107);113.5792353;Aromatics
18731;38380-03-9;;2,3,3',4',6-PENTACHLOROBIPHENYL(PCB_110);113.5792353;Aromatics
22500;56558-17-9;;2,3',4,4',6-PENTACHLOROBIPHENYL(PCB_119);113.5792353;Aromatics
22501;38380-05-1;;2,2',3,3',4,6'-HEXACHLOROBIPHENYL(PCB_132);113.0611333;Aromatics
18736;52704-70-8;;2,2',3,3',5,6-HEXACHLOROBIPHENYL(PCB_134);113.0611333;Aromatics
18737;52712-04-6;;2,2',3,4,5,5'-HEXACHLOROBIPHENYL(PCB_141);113.0611333;Aromatics
18740;51908-16-8;;2,2',3,4',5,5'-HEXACHLOROBIPHENYL(PCB_146);113.0611333;Aromatics
18741;52663-63-5;;2,2',3,5,5',6-HEXACHLOROBIPHENYL(PCB_151);113.0611333;Aromatics
18742;38380-08-4;;2,3,3',4,4',5-HEXACHLOROBIPHENYL(PCB_156);113.0611333;Aromatics
20397;69782-90-7;;2,3,3',4,4',5'-HEXACHLOROBIPHENYL(PCB_157);113.0611333;Aromatics
18743;74472-42-7;;2,3,3',4,4',6-HEXACHLOROBIPHENYL(PCB_158);113.0611333;Aromatics
18698;74472-44-9;;2,3,3',4',5,6-HEXACHLOROBIPHENYL(PCB_163);113.0611333;Aromatics
18744;52663-72-6;;2,3',4,4',5,5'-HEXACHLOROBIPHENYL(PCB_167);113.0611333;Aromatics
18747;38411-25-5;;2,2',3,3',4,5,6'-HEPTACHLOROBIPHENYL(PCB_174);112.5975684;Aromatics
18758;52663-70-4;;2,2',3,3',4,5',6'-HEPTACHLOROBIPHENYL(PCB_177);112.5975684;Aromatics
18757;52663-67-9;;2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL(PCB_178);112.5975684;Aromatics
22583;60145-23-5;;2,2',3,4,4',5,6'-HEPTACHLOROBIPHENYL(PCB_182);112.5975684;Aromatics
18753;52663-69-1;;2,2',3,4,4',5',6-HEPTACHLOROBIPHENYL(PCB_183);112.5975684;Aromatics
18755;69782-91-8;;2,3,3',4',5,5',6-HEPTACHLOROBIPHENYL(PCB_193);112.5975684;Aromatics
22511;42740-50-1;;2,2',3,3',4,4',5,6'-OCTACHLOROBIPHENYL(PCB_196);112.18036;
22589;33091-17-7;;2,2',3,3',4,4',6,6'-OCTACHLOROBIPHENYL(PCB_197);112.18036;
18761;68194-17-2;;2,2',3,3',4,5,5',6-OCTACHLOROBIPHENYL(PCB_198);112.18036;
18759;52663-75-9;;2,2',3,3',4,5,5',6'-OCTACHLOROBIPHENYL(PCB_199);112.18036;
22590;52663-73-7;;2,2',3,3',4,5,6,6'-OCTACHLOROBIPHENYL(PCB_200);112.18036;
18762;52663-76-0;;2,2',3,4,4',5,5',6-OCTACHLOROBIPHENYL(PCB_203);112.18036;
22525;74472-52-9;;2,2',3,4,4',5,6,6'-OCTACHLOROBIPHENYL(PCB_204);112.18036;
22531;55720-44-0;;2,3,5-TRICHLOROBIPHENYL(PCB_23);114.82268;
18718;38444-76-7;;2,3',6-TRICHLOROBIPHENYL(PCB_27);114.82268;
22497;37680-68-5;;2,3',5'-TRICHLOROBIPHENYL(PCB_34);114.82268;
22536;37680-69-6;;3,3',4-TRICHLOROBIPHENYL(PCB_35);114.82268;
22551;70362-46-8;;2,2',3,5-TETRACHLOROBIPHENYL(PCB_43);114.1621;Aromatics
22498;68194-04-7;;2,2',4,6'-TETRACHLOROBIPHENYL(PCB_51);114.1621;
22540;74338-24-2;;2,3,3',4-TETRACHLOROBIPHENYL(PCB_55);114.1621;
22554;70424-67-8;;2,3,3',5-TETRACHLOROBIPHENYL(PCB_57);114.1621;
22541;41464-49-7;;2,3,3',5'-TETRACHLOROBIPHENYL(PCB_58);114.1621;
22555;74472-33-6;;2,3,3',6-TETRACHLOROBIPHENYL(PCB_59);114.1621;
22556;54230-22-7;;2,3,4,6-TETRACHLOROBIPHENYL(PCB_62);114.1621;
22513;73575-53-8;;2,3',4,5-TETRACHLOROBIPHENYL(PCB_67);114.1621;
22542;73575-52-7;;2,3',4,5'-TETRACHLOROBIPHENYL(PCB_68);114.1621;
22514;60233-24-1;;2,3',4,6-TETRACHLOROBIPHENYL(PCB_69);114.1621;
22549;41464-46-4;;2,3',4',6-TETRACHLOROBIPHENYL(PCB_71);114.1621;
22544;41464-42-0;;2,3',5,5'-TETRACHLOROBIPHENYL(PCB_72);114.1621;
22543;74338-23-1;;2,3',5',6-TETRACHLOROBIPHENYL(PCB_73);114.1621;
22515;32598-12-2;;2,4,4',6-TETRACHLOROBIPHENYL(PCB_75);114.1621;
18725;70362-48-0;;2,3',4',5'-TETRACHLOROBIPHENYL(PCB_76);114.1621;
22557;70362-49-1;;3,3',4,5-TETRACHLOROBIPHENYL(PCB_78);114.1621;
22545;41464-48-6;;3,3',4,5'-TETRACHLOROBIPHENYL(PCB_79);114.1621;
22550;68194-07-0;;2,2',3,4',5-PENTACHLOROBIPHENYL(PCB_90);113.5792353;
22516;73575-56-1;;2,2',3,5,6-PENTACHLOROBIPHENYL(PCB_93);113.5792353;
22547;73575-55-0;;2,2',3,5,6'-PENTACHLOROBIPHENYL(PCB_94);113.5792353;
22548;73575-54-9;;2,2',3,6,6'-PENTACHLOROBIPHENYL(PCB_96);113.5792353;
22558;68194-06-9;;2,2',4,5,6'-PENTACHLOROBIPHENYL(PCB_102);113.5792353;
22517;60145-21-3;;2,2',4,5',6-PENTACHLOROBIPHENYL(PCB_103);113.5792353;
22518;70424-69-0;;2,3,3',4,5-PENTACHLOROBIPHENYL(PCB_106);113.5792353;
22559;70362-41-3;;2,3,3',4,5'-PENTACHLOROBIPHENYL(PCB_108);113.5792353;
22560;74472-35-8;;2,3,3',4,6-PENTACHLOROBIPHENYL(PCB_109);113.5792353;
22561;39635-32-0;;2,3,3',5,5'-PENTACHLOROBIPHENYL(PCB_111);113.5792353;
22519;74472-36-9;;2,3,3',5,6-PENTACHLOROBIPHENYL(PCB_112);113.5792353;
22562;68194-10-5;;2,3,3',5',6-PENTACHLOROBIPHENYL(PCB_113);113.5792353;
18732;74472-37-0;;2,3,4,4',5-PENTACHLOROBIPHENYL(PCB_114);113.5792353;
22521;68194-11-6;;2,3,4',5,6-PENTACHLOROBIPHENYL(PCB_117);113.5792353;
22522;56558-18-0;;2,3',4,5',6-PENTACHLOROBIPHENYL(PCB_121);113.5792353;
18733;76842-07-4;;2,3,3',4',5'-PENTACHLOROBIPHENYL(PCB_122);113.5792353;
18975;65510-44-3;;2,3',4,4',5'-PENTACHLOROBIPHENYL(PCB_123);113.5792353;
18734;70424-70-3;;2,3',4',5,5'-PENTACHLOROBIPHENYL(PCB_124);113.5792353;
22563;74472-39-2;;2,3',4',5',6-PENTACHLOROBIPHENYL(PCB_125);113.5792353;
22567;39635-33-1;;3,3',4,5,5'-PENTACHLOROBIPHENYL(PCB_127);113.5792353;
18735;61798-70-7;;2,2',3,3',4,6-HEXACHLOROBIPHENYL(PCB_131);113.0611333;
22568;35694-04-3;;2,2',3,3',5,5'-HEXACHLOROBIPHENYL(PCB_133);113.0611333;
22569;56030-56-9;;2,2',3,4,4',6-HEXACHLOROBIPHENYL(PCB_139);113.0611333;
22502;59291-64-4;;2,2',3,4,4',6'-HEXACHLOROBIPHENYL(PCB_140);113.0611333;
22523;41411-61-4;;2,2',3,4,5,6-HEXACHLOROBIPHENYL(PCB_142);113.0611333;
22570;68194-15-0;;2,2',3,4,5,6'-HEXACHLOROBIPHENYL(PCB_143);113.0611333;
18738;68194-14-9;;2,2',3,4,5',6-HEXACHLOROBIPHENYL(PCB_144);113.0611333;
18739;74472-40-5;;2,2',3,4,6,6'-HEXACHLOROBIPHENYL(PCB_145);113.0611333;
22571;68194-13-8;;2,2',3,4',5,6-HEXACHLOROBIPHENYL(PCB_147);113.0611333;
22572;74472-41-6;;2,2',3,4',5,6'-HEXACHLOROBIPHENYL(PCB_148);113.0611333;
22573;68194-08-1;;2,2',3,4',6,6'-HEXACHLOROBIPHENYL(PCB_150);113.0611333;
22574;68194-09-2;;2,2',3,5,6,6'-HEXACHLOROBIPHENYL(PCB_152);113.0611333;
22575;39635-35-3;;2,3,3',4,5,5'-HEXACHLOROBIPHENYL(PCB_159);113.0611333;
22576;41411-62-5;;2,3,3',4,5,6-HEXACHLOROBIPHENYL(PCB_160);113.0611333;
22577;74472-43-8;;2,3,3',4,5',6-HEXACHLOROBIPHENYL(PCB_161);113.0611333;
22578;39635-34-2;;2,3,3',4',5,5'-HEXACHLOROBIPHENYL(PCB_162);113.0611333;
22579;74472-45-0;;2,3,3',4',5',6-HEXACHLOROBIPHENYL(PCB_164);113.0611333;
22580;74472-46-1;;2,3,3',5,5',6-HEXACHLOROBIPHENYL(PCB_165);113.0611333;
22581;41411-63-6;;2,3,4,4',5,6-HEXACHLOROBIPHENYL(PCB_166);113.0611333;
18746;52663-74-8;;2,2',3,3',4,5,5'-HEPTACHLOROBIPHENYL(PCB_172);112.5975684;
18749;68194-16-1;;2,2',3,3',4,5,6-HEPTACHLOROBIPHENYL(PCB_173);112.5975684;
18751;40186-70-7;;2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL(PCB_175);112.5975684;
18752;52663-65-7;;2,2',3,3',4,6,6'-HEPTACHLOROBIPHENYL(PCB_176);112.5975684;
22494;74472-47-2;;2,2',3,4,4',5,6-HEPTACHLOROBIPHENYL(PCB_181);112.5975684;Aromatics
22584;74472-48-3;;2,2',3,4,4',6,6'-HEPTACHLOROBIPHENYL(PCB_184);112.5975684;
18750;52712-05-7;;2,2',3,4,5,5',6-HEPTACHLOROBIPHENYL(PCB_185);112.5975684;
22585;74472-49-4;;2,2',3,4,5,6,6'-HEPTACHLOROBIPHENYL(PCB_186);112.5975684;
18748;39635-31-9;;2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL(PCB_189);112.5975684;
22587;41411-64-7;;2,3,3',4,4',5,6-HEPTACHLOROBIPHENYL(PCB_190);112.5975684;
22588;74472-51-8;;2,3,3',4,5,5',6-HEPTACHLOROBIPHENYL(PCB_192);112.5975684;
14432;107-44-8;;GB;;no_classes_defined_in_substances.txt
37068;329-99-7;;GF;;no_classes_defined_in_substances.txt
;1794-86-1;;DICHLOROFORMOXINE;87.59411667;
12192;50782-69-9;;VX;;no_classes_defined_in_substances.txt
7159;121-82-4;;RDX;24.91454;otherNitrogenCompounds
4691;2691-41-0;;HMX;24.91454;otherNitrogenCompounds
4722;556-88-7;;NGU1;71.92144545;no_classes_defined_in_substances.txt
36034;135285-90-4;;CL-20(1);24.91454;otherNitrogenCompounds
9771;3058-38-6;;TATB;65.767775;no_class_defined_in_mainclasses.txt
;1-1-1;;BSP01;69.437425;
;1-1-2;;BSP02;55.98324167;
;1-1-3;;BSP11;68.46984583;
;1-1-4;;BSP15;68.88720714;
;1-1-5;;BSP25;62.75835;
10;103-08-2;;5-Ethyl-2-nonanol;106.7454923;
104;115-19-5;;2-Methyl-3-butyn-2-ol;84.88731429;
133;101-97-3;;Phenylacetic_acid_ethyl_ester;104.4937833;
135;119-43-7;;2-Phenylbutyric_acid_ethyl_ester;106.095;
166;4695-62-9;;(+)-Fenchone;104.3391636;
172;10025-78-2;;Trichlorosilane;;
193;75-79-6;;Methyltrichlorosilane;;
194;75-54-7;;Methyldichlorosilane;;
195;75-77-4;;Trimethylchlorosilane;;
212;57-14-7;;1,1-Dimethylhydrazine;90.78776667;
217;376-77-2;;Perfluorocyclopentane;73.8553;
270;124-70-9;;Methyl_vinyl_dichlorosilane;;
300;529-34-0;;alpha-Tetralone;105.3006364;
335;16051-48-2;;Ethylene_glycol_mononitrate;54.421175;
342;5726-19-2;;2-Methylcyclohexyl_acetate;102.5133545;
352;2027-17-0;;2-Isopropylnaphthalene;117.0582231;
362;51-80-9;;N,N,N',N'-Tetramethyldiaminomethane;87.07024286;
391;75-78-5;;Dichlorodimethylsilane;;
392;2867-47-2;;Methacrylic_acid_2-(dimethylamino)ethyl_ester;93.72364545;
402;706-79-6;;1,2-Dichlorohexafluorocyclopentene;85.24111538;
403;335-44-4;;2,2,3-Trichloroheptafluorobutane;81.86371429;
439;764-48-7;;Ethylene_glycol_monovinyl_ether;96.70272857;
469;75-76-3;;Tetramethylsilane;;
482;3048-65-5;;3a,4,7,7a-Tetrahydro-1H-indene;116.4857222;
496;140-76-1;;2-Methyl-5-vinylpyridine;113.6204556;
527;630-17-1;;1-Bromo-2,2-dimethylpropane;;
528;18243-41-9;;Bromomethyltrimethylsilane;;
530;1809-10-5;;3-Bromopentane;;
538;125-12-2;;Isobornyl_acetate;105.3395571;
545;1516-08-1;;Perdeuteroethanol;113.4707556;
549;1120-56-5;;Methylenecyclobutane;116.40738;
567;3114-70-3;;1,4-Cyclohexanediamine;107.4898;
570;375-83-7;;1-Hydroperfluoroheptane;72.90423182;
571;1795-27-3;;cis-1,3,5-Trimethylcyclohexane;115.7023;
573;14802-36-9;;Bis(trideuteriomethyl)amine;108.22794;
589;5076-19-7;;2-Methyl-2,3-epoxybutane;112.3549833;
594;2467-10-9;;1,1,1,5-Tetrachloropentane;110.6139;
715;355-68-0;;Perfluorocyclohexane;73.8553;
840;115-89-9;;Methyl_diphenyl_phosphate;;
912;95-52-3;;2-Fluorotoluene;109.1780125;
917;3852-09-3;;Propionic_acid,beta-methoxy,methyl_ester;95.0570125;
924;807-28-3;;1,3-Dimethyl-1,1,3,3-tetraphenyldisiloxane;;
926;1704-62-7;;2-(2-Dimethylaminoethoxy)_ethanol;92.02884;
928;627-39-4;;Propionaldehyde_oxime;91.41041667;
929;110-69-0;;Butyraldehyde_oxime;94.88068571;
930;598-32-3;;1-Buten-3-ol;96.88345;
931;127-06-0;;Acetone_oxime;91.41041667;
937;7207-51-4;;4-Octanone_oxime;102.4521818;
938;7207-50-3;;3-Octanone_oxime;102.4521818;
939;7207-49-0;;2-Octanone_oxime;102.4521818;
940;929-55-5;;Octanaldehyde_oxime;102.4521818;
992;294-62-2;;Cyclododecane;115.7023;
993;830-13-7;;Cyclododecanone;106.0873385;
994;1724-39-6;;Cyclododecanol;107.3852643;
1018;5350-67-4;;2-(Dimethylamino)-propionitrile;93.43292857;
1142;758-96-3;;N,N-Dimethyl_propanoic_acid_amide;83.52991429;
1155;15232-76-5;;3-Octyne;103.294;
1157;592-90-5;;Oxepane;112.8331714;
1164;584-84-9;;2,4-Toluene_diisocyanate;84.59802308;
1173;78-39-7;;1,1,1-Triethoxyethane_<Triethyl_orthoacetate>;110.2248727;
1198;1825-62-3;;Trimethylethoxysilane;;
1211;420-26-8;;2-Fluoropropane;100.009675;
1238;7395-10-0;;N-Dideuteropropylamine;99.00026667;
1314;591-24-2;;3-Methylcyclohexanone;100.0779875;
1328;110-93-0;;6-Methyl-5-hepten-2-one;102.2057333;
1391;624-78-2;;N-Methylethylamine;100.75358;
1421;60-34-4;;Methylhydrazine;95.03253333;
1438;627-45-2;;Formic_acid_amide,N-ethyl;82.41261667;
